Timestamp,Light_Intensity,Sound_Level,Motion_Density,Temperature,Humidity,Light_RGB,Brightness,Anim_Speed,Style,Complexity,Confidence,Engagement_Time,User_Sentiment,Interaction_Freq,Target
2025-01-01 12:46:20,363,39,0.66,32,51,"(179, 85, 1)",176,9,geometric,0.54,0.78,43,negative,11,0.38
2025-01-01 12:46:25,437,32,0.75,33,57,"(7, 198, 97)",99,4,surreal,0.48,0.91,98,positive,5,0.68
2025-01-01 12:46:30,166,34,0.16,20,52,"(182, 254, 188)",86,7,geometric,0.4,0.89,95,negative,0,0.44
2025-01-01 12:46:35,311,47,0.49,20,58,"(112, 96, 120)",206,4,surreal,0.42,0.74,77,negative,3,0.41
2025-01-01 12:46:40,443,66,0.57,24,47,"(136, 115, 42)",206,1,fluid,0.33,0.9,102,negative,15,0.69
2025-01-01 12:46:45,137,30,0.68,20,53,"(62, 114, 87)",118,9,surreal,0.66,0.8,88,positive,11,0.73
2025-01-01 12:46:50,170,64,0.64,30,65,"(247, 167, 4)",155,8,geometric,0.86,0.96,116,negative,5,0.6
2025-01-01 12:46:55,228,81,0.52,29,44,"(95, 190, 157)",182,3,abstract,0.42,0.83,80,positive,4,0.59
2025-01-01 12:47:00,231,88,0.66,26,45,"(193, 0, 185)",98,4,surreal,0.6,0.77,49,neutral,17,0.56
2025-01-01 12:47:05,294,58,0.36,22,42,"(125, 187, 145)",118,6,surreal,0.46,0.76,18,neutral,14,0.39
2025-01-01 12:47:10,200,87,0.43,21,55,"(26, 210, 208)",80,5,abstract,0.49,0.73,88,negative,12,0.59
2025-01-01 12:47:15,311,63,0.54,31,43,"(131, 35, 50)",203,4,abstract,0.45,0.74,44,positive,0,0.38
2025-01-01 12:47:20,329,52,0.51,24,68,"(69, 221, 106)",77,1,abstract,0.67,0.82,85,neutral,14,0.66
2025-01-01 12:47:25,104,83,0.26,27,42,"(156, 70, 47)",121,8,surreal,0.48,0.88,30,positive,2,0.35
2025-01-01 12:47:30,198,65,0.38,33,41,"(88, 63, 65)",52,7,surreal,0.4,0.79,14,neutral,18,0.43
2025-01-01 12:47:35,180,70,0.29,28,43,"(242, 119, 72)",145,5,fluid,0.62,0.94,92,negative,2,0.45
2025-01-01 12:47:40,327,48,0.9,25,51,"(29, 81, 46)",104,5,surreal,0.39,0.9,69,positive,5,0.56
2025-01-01 12:47:45,410,64,0.79,22,66,"(250, 135, 68)",252,9,surreal,0.35,0.82,40,negative,11,0.37
2025-01-01 12:47:50,492,87,0.92,31,60,"(45, 112, 68)",234,2,abstract,0.49,0.72,111,negative,2,0.53
2025-01-01 12:47:55,434,89,0.79,24,40,"(4, 155, 136)",171,2,geometric,0.32,0.98,17,neutral,9,0.31
2025-01-01 12:48:00,241,73,0.48,27,52,"(91, 75, 198)",223,6,surreal,0.34,0.9,21,negative,18,0.4
2025-01-01 12:48:05,115,79,0.33,20,46,"(248, 205, 177)",235,9,fluid,0.35,0.72,58,neutral,6,0.43
2025-01-01 12:48:10,139,42,0.54,23,44,"(44, 127, 119)",138,4,fluid,0.82,0.77,104,positive,16,0.87
2025-01-01 12:48:15,252,36,0.06,28,62,"(150, 154, 95)",169,8,geometric,0.73,0.8,11,positive,18,0.52
2025-01-01 12:48:20,322,81,0.32,34,50,"(197, 134, 237)",162,1,abstract,0.57,0.8,91,neutral,5,0.55
2025-01-01 12:48:25,163,32,0.38,22,43,"(35, 246, 81)",135,1,geometric,0.56,0.72,100,positive,12,0.8
2025-01-01 12:48:30,160,85,0.33,21,43,"(17, 187, 206)",147,5,fluid,0.55,0.9,113,positive,11,0.84
2025-01-01 12:48:35,410,66,0.39,32,50,"(131, 235, 28)",121,1,geometric,0.47,0.74,98,positive,2,0.64
2025-01-01 12:48:40,392,61,0.02,23,62,"(33, 225, 186)",74,3,abstract,0.9,0.82,95,negative,14,0.65
2025-01-01 12:48:45,423,50,0.38,23,49,"(234, 150, 194)",193,7,abstract,0.89,0.79,29,positive,14,0.53
2025-01-01 12:48:50,435,66,0.94,29,44,"(253, 145, 158)",103,4,fluid,0.58,0.96,78,negative,5,0.44
2025-01-01 12:48:55,226,38,0.89,32,51,"(178, 165, 56)",177,1,geometric,0.55,0.9,35,positive,11,0.51
2025-01-01 12:49:00,453,66,0.59,20,64,"(96, 109, 155)",238,2,geometric,0.7,0.95,18,positive,16,0.52
2025-01-01 12:49:05,405,34,0.41,24,59,"(90, 252, 253)",253,9,geometric,0.39,0.96,50,neutral,15,0.53
2025-01-01 12:49:10,129,53,0.87,34,55,"(194, 188, 16)",72,4,fluid,0.7,0.94,56,negative,19,0.56
2025-01-01 12:49:15,289,74,0.49,27,68,"(134, 187, 113)",202,9,surreal,0.61,0.76,108,positive,9,0.78
2025-01-01 12:49:20,197,70,0.74,26,61,"(181, 93, 36)",159,8,surreal,0.35,0.79,106,negative,12,0.66
2025-01-01 12:49:25,193,76,0.21,33,55,"(4, 161, 160)",186,5,abstract,0.45,0.74,105,negative,17,0.73
2025-01-01 12:49:30,363,68,0.26,31,60,"(117, 255, 89)",221,5,surreal,0.64,0.77,115,neutral,5,0.65
2025-01-01 12:49:35,240,31,0.55,27,59,"(150, 104, 219)",226,2,geometric,0.79,0.76,51,positive,11,0.58
2025-01-01 12:49:40,155,62,0.04,29,50,"(0, 134, 126)",241,9,geometric,0.53,0.95,60,neutral,5,0.43
2025-01-01 12:49:45,493,66,0.84,30,69,"(36, 182, 8)",163,6,surreal,0.4,0.91,40,positive,17,0.62
2025-01-01 12:49:50,118,60,0.23,23,69,"(159, 243, 187)",213,3,fluid,0.3,0.96,95,positive,6,0.69
2025-01-01 12:49:55,143,52,0.26,22,47,"(6, 54, 67)",129,9,geometric,0.33,0.82,81,neutral,5,0.51
2025-01-01 12:50:00,479,41,0.89,20,46,"(118, 234, 104)",108,8,surreal,0.87,0.99,65,negative,4,0.37
2025-01-01 12:50:05,370,62,0.06,28,49,"(79, 171, 254)",101,8,surreal,0.57,0.9,67,negative,7,0.42
2025-01-01 12:50:10,259,30,0.96,24,47,"(88, 14, 226)",56,4,fluid,0.62,0.72,56,negative,6,0.36
2025-01-01 12:50:15,433,73,0.3,25,66,"(237, 88, 237)",103,8,geometric,0.54,0.71,91,neutral,15,0.7
2025-01-01 12:50:20,404,60,0.25,26,63,"(140, 121, 179)",184,4,surreal,0.54,0.72,76,positive,6,0.61
2025-01-01 12:50:25,342,87,0.89,33,66,"(130, 67, 141)",113,7,fluid,0.48,0.93,58,negative,8,0.4
2025-01-01 12:50:30,154,46,0.98,33,45,"(128, 50, 177)",123,8,fluid,0.5,0.76,102,neutral,1,0.54
2025-01-01 12:50:35,263,32,0.86,25,66,"(173, 23, 49)",170,8,geometric,0.58,0.99,95,positive,6,0.69
2025-01-01 12:50:40,400,44,0.72,33,56,"(137, 98, 13)",122,4,geometric,0.69,0.98,50,neutral,3,0.35
2025-01-01 12:50:45,204,78,0.59,20,58,"(162, 158, 158)",239,4,abstract,0.45,0.82,60,neutral,12,0.53
2025-01-01 12:50:50,407,54,0.2,34,62,"(54, 74, 242)",214,9,fluid,0.73,0.76,47,positive,18,0.67
2025-01-01 12:50:55,463,43,0.49,33,56,"(92, 198, 63)",136,2,geometric,0.57,0.73,57,neutral,8,0.46
2025-01-01 12:51:00,488,82,0.18,32,57,"(209, 51, 116)",216,2,surreal,0.44,0.92,100,positive,13,0.81
2025-01-01 12:51:05,424,71,0.42,34,49,"(215, 41, 151)",55,5,abstract,0.43,0.79,70,negative,17,0.59
2025-01-01 12:51:10,264,87,0.75,32,43,"(234, 115, 193)",131,7,abstract,0.41,0.82,87,positive,8,0.68
2025-01-01 12:51:15,394,59,0.32,30,40,"(72, 113, 190)",236,8,surreal,0.55,0.92,88,negative,8,0.53
2025-01-01 12:51:20,328,65,0.09,32,61,"(143, 237, 42)",55,8,geometric,0.73,0.76,29,negative,17,0.42
2025-01-01 12:51:25,155,52,0.08,27,62,"(229, 126, 255)",140,1,fluid,0.47,0.98,55,positive,9,0.56
2025-01-01 12:51:30,167,63,0.37,21,55,"(5, 12, 189)",242,9,surreal,0.53,0.79,23,neutral,2,0.23
2025-01-01 12:51:35,378,45,0.72,28,44,"(124, 38, 63)",239,6,fluid,0.87,0.81,20,negative,8,0.24
2025-01-01 12:51:40,198,69,0.1,33,58,"(20, 194, 139)",212,2,surreal,0.82,0.94,118,positive,11,0.86
2025-01-01 12:51:45,105,59,0.6,33,63,"(5, 180, 11)",210,6,geometric,0.81,0.79,88,negative,16,0.65
2025-01-01 12:51:50,251,39,0.98,34,53,"(64, 76, 156)",225,3,fluid,0.85,0.97,67,neutral,17,0.63
2025-01-01 12:51:55,145,75,0.63,31,57,"(69, 15, 254)",252,9,surreal,0.74,0.96,35,negative,7,0.29
2025-01-01 12:52:00,499,73,0.72,23,47,"(188, 144, 242)",54,9,surreal,0.54,0.89,75,positive,13,0.71
2025-01-01 12:52:05,258,72,0.26,26,51,"(100, 251, 246)",240,9,surreal,0.71,0.76,83,positive,8,0.67
2025-01-01 12:52:10,166,60,0.41,27,45,"(143, 80, 133)",52,3,fluid,0.78,0.96,55,positive,2,0.46
2025-01-01 12:52:15,420,57,0.5,27,62,"(152, 3, 149)",210,4,fluid,0.32,0.94,32,neutral,7,0.34
2025-01-01 12:52:20,361,66,0.4,30,50,"(212, 73, 102)",117,7,surreal,0.33,0.95,55,neutral,17,0.58
2025-01-01 12:52:25,292,55,0.18,25,61,"(130, 20, 106)",143,2,geometric,0.6,0.84,74,positive,15,0.73
2025-01-01 12:52:30,219,75,0.12,20,64,"(58, 62, 71)",245,3,abstract,0.55,0.83,51,negative,7,0.36
2025-01-01 12:52:35,138,55,0.16,30,46,"(148, 163, 115)",156,8,abstract,0.86,0.82,30,positive,10,0.48
2025-01-01 12:52:40,195,71,0.94,33,50,"(189, 94, 127)",54,2,abstract,0.58,0.77,49,negative,10,0.39
2025-01-01 12:52:45,109,72,0.31,26,41,"(103, 155, 127)",249,8,surreal,0.9,0.97,26,positive,13,0.5
2025-01-01 12:52:50,486,88,0.68,34,66,"(178, 162, 187)",117,2,geometric,0.81,0.74,69,negative,9,0.46
2025-01-01 12:52:55,145,71,0.41,25,64,"(170, 176, 215)",85,1,geometric,0.6,0.7,50,positive,10,0.56
2025-01-01 12:53:00,145,79,0.51,26,54,"(87, 236, 110)",70,6,fluid,0.54,0.76,65,positive,9,0.61
2025-01-01 12:53:05,338,77,0.79,22,62,"(48, 69, 148)",74,7,fluid,0.62,0.96,89,positive,17,0.83
2025-01-01 12:53:10,170,82,0.39,32,68,"(247, 220, 183)",139,6,abstract,0.8,0.88,29,positive,0,0.32
2025-01-01 12:53:15,370,70,0.5,26,68,"(51, 226, 14)",248,5,geometric,0.61,0.92,110,negative,12,0.68
2025-01-01 12:53:20,397,71,0.58,32,42,"(104, 113, 135)",247,3,fluid,0.45,0.92,92,negative,0,0.42
2025-01-01 12:53:25,297,49,0.73,22,59,"(11, 50, 125)",106,6,geometric,0.37,0.71,49,positive,10,0.55
2025-01-01 12:53:30,312,83,0.28,32,48,"(168, 180, 255)",132,8,geometric,0.6,0.84,88,neutral,7,0.57
2025-01-01 12:53:35,371,37,0.22,32,49,"(11, 162, 82)",222,8,abstract,0.62,0.95,50,positive,10,0.56
2025-01-01 12:53:40,420,41,0.1,27,50,"(193, 125, 57)",222,7,abstract,0.73,0.82,49,negative,15,0.47
2025-01-01 12:53:45,422,85,0.14,31,40,"(96, 99, 39)",196,4,surreal,0.77,0.91,89,negative,8,0.53
2025-01-01 12:53:50,102,49,1.0,33,44,"(55, 201, 94)",167,9,geometric,0.4,0.89,68,neutral,19,0.67
2025-01-01 12:53:55,447,74,0.3,28,44,"(110, 55, 119)",246,2,geometric,0.8,0.87,81,negative,9,0.51
2025-01-01 12:54:00,416,80,0.9,28,50,"(241, 37, 7)",148,6,abstract,0.3,0.82,52,neutral,4,0.38
2025-01-01 12:54:05,220,74,0.54,34,54,"(11, 97, 23)",117,8,abstract,0.49,0.72,48,negative,18,0.51
2025-01-01 12:54:10,429,83,0.19,25,55,"(54, 251, 80)",110,8,surreal,0.56,0.84,118,negative,3,0.58
2025-01-01 12:54:15,118,60,0.2,34,57,"(188, 242, 207)",101,2,surreal,0.88,0.84,86,neutral,18,0.73
2025-01-01 12:54:20,274,63,0.36,33,64,"(89, 117, 20)",126,6,geometric,0.54,0.78,12,negative,6,0.18
2025-01-01 12:54:25,352,70,0.39,28,48,"(140, 19, 180)",83,1,abstract,0.85,0.74,82,negative,16,0.62
2025-01-01 12:54:30,478,44,0.28,33,42,"(121, 41, 182)",131,5,geometric,0.69,0.72,22,neutral,1,0.21
2025-01-01 12:54:35,440,78,0.4,33,64,"(140, 208, 59)",169,1,fluid,0.42,0.99,17,negative,13,0.31
2025-01-01 12:54:40,285,57,0.59,34,52,"(62, 95, 206)",178,4,geometric,0.43,0.74,54,negative,8,0.39
2025-01-01 12:54:45,233,52,0.42,24,45,"(187, 219, 85)",181,6,fluid,0.59,0.8,48,negative,16,0.48
2025-01-01 12:54:50,138,36,0.92,22,60,"(175, 115, 219)",135,2,abstract,0.58,0.78,14,negative,2,0.13
2025-01-01 12:54:55,161,50,0.1,24,53,"(231, 174, 235)",77,4,abstract,0.39,0.99,101,neutral,12,0.7
2025-01-01 12:55:00,164,68,0.74,31,46,"(157, 35, 229)",236,5,surreal,0.74,0.84,64,negative,16,0.55
2025-01-01 12:55:05,447,68,0.47,25,50,"(149, 80, 54)",217,4,abstract,0.42,0.87,72,negative,12,0.52
2025-01-01 12:55:10,350,46,0.97,31,40,"(239, 239, 132)",73,9,geometric,0.7,0.71,86,neutral,11,0.62
2025-01-01 12:55:15,132,73,0.58,30,42,"(18, 73, 32)",222,2,geometric,0.41,0.92,27,positive,15,0.54
2025-01-01 12:55:20,479,59,0.87,28,49,"(72, 156, 170)",87,8,fluid,0.58,0.89,114,negative,3,0.56
2025-01-01 12:55:25,326,89,0.01,28,54,"(198, 236, 201)",237,9,abstract,0.46,0.77,19,negative,7,0.22
2025-01-01 12:55:30,298,31,0.84,30,53,"(243, 62, 223)",201,2,geometric,0.47,0.89,48,negative,0,0.24
2025-01-01 12:55:35,486,80,0.02,20,50,"(122, 116, 246)",212,4,geometric,0.55,0.86,73,negative,12,0.52
2025-01-01 12:55:40,425,54,0.19,22,58,"(145, 57, 55)",162,6,geometric,0.73,0.93,56,neutral,10,0.48
2025-01-01 12:55:45,312,57,0.46,20,63,"(230, 140, 218)",216,7,geometric,0.31,0.82,113,neutral,0,0.57
2025-01-01 12:55:50,129,34,0.83,29,51,"(221, 13, 26)",190,2,fluid,0.55,0.82,78,negative,15,0.59
2025-01-01 12:55:55,426,57,0.59,21,53,"(104, 25, 174)",72,1,surreal,0.68,0.91,32,neutral,5,0.31
2025-01-01 12:56:00,168,71,0.8,31,49,"(15, 239, 214)",117,7,surreal,0.34,0.7,97,positive,9,0.74
2025-01-01 12:56:05,398,48,0.51,24,56,"(178, 192, 78)",226,7,fluid,0.49,0.79,111,neutral,9,0.7
2025-01-01 12:56:10,256,68,0.76,21,67,"(69, 119, 65)",130,5,geometric,0.57,0.7,67,negative,14,0.53
2025-01-01 12:56:15,131,51,0.27,26,63,"(51, 81, 144)",111,7,abstract,0.62,0.72,98,positive,1,0.62
2025-01-01 12:56:20,217,89,0.08,24,56,"(37, 174, 100)",96,6,fluid,0.36,0.99,77,neutral,3,0.47
2025-01-01 12:56:25,126,83,0.11,23,55,"(236, 233, 231)",64,2,geometric,0.8,0.8,77,negative,11,0.53
2025-01-01 12:56:30,260,45,0.17,27,46,"(189, 28, 121)",202,5,abstract,0.65,0.81,60,negative,13,0.48
2025-01-01 12:56:35,195,83,0.29,28,45,"(42, 44, 171)",69,8,geometric,0.86,0.82,98,positive,2,0.64
2025-01-01 12:56:40,375,52,0.63,23,65,"(8, 24, 251)",92,6,fluid,0.72,0.73,35,negative,17,0.44
2025-01-01 12:56:45,151,61,0.88,34,61,"(105, 218, 98)",97,1,geometric,0.45,0.77,90,positive,10,0.73
2025-01-01 12:56:50,430,85,0.92,28,55,"(110, 75, 180)",52,6,geometric,0.74,0.99,18,neutral,16,0.42
2025-01-01 12:56:55,192,34,0.63,21,69,"(136, 15, 58)",73,2,geometric,0.85,0.8,40,negative,7,0.31
2025-01-01 12:57:00,306,68,0.38,24,69,"(108, 174, 5)",73,6,fluid,0.89,0.97,114,neutral,14,0.78
2025-01-01 12:57:05,490,50,0.32,25,50,"(175, 254, 87)",238,8,fluid,0.44,0.92,61,positive,3,0.5
2025-01-01 12:57:10,243,86,0.59,26,51,"(250, 130, 193)",253,9,fluid,0.88,0.86,80,positive,15,0.76
2025-01-01 12:57:15,369,71,0.43,33,57,"(48, 69, 77)",98,6,abstract,0.88,0.72,95,positive,12,0.78
2025-01-01 12:57:20,101,77,0.86,31,54,"(206, 184, 54)",157,7,surreal,0.41,0.88,86,positive,6,0.65
2025-01-01 12:57:25,213,55,0.48,25,40,"(149, 153, 135)",110,6,fluid,0.62,0.83,71,negative,6,0.43
2025-01-01 12:57:30,161,45,0.16,34,50,"(166, 29, 24)",109,6,geometric,0.5,0.99,13,positive,8,0.37
2025-01-01 12:57:35,452,31,0.77,23,40,"(173, 86, 241)",71,4,geometric,0.68,0.99,92,negative,16,0.66
2025-01-01 12:57:40,467,36,0.86,29,40,"(50, 28, 54)",138,6,abstract,0.82,0.96,83,positive,17,0.8
2025-01-01 12:57:45,196,81,0.9,25,58,"(174, 225, 127)",235,4,geometric,0.49,0.77,37,neutral,6,0.34
2025-01-01 12:57:50,311,60,0.67,30,54,"(30, 55, 2)",222,4,abstract,0.8,0.74,91,negative,8,0.54
2025-01-01 12:57:55,258,48,0.05,20,67,"(169, 132, 48)",175,3,abstract,0.87,0.73,87,negative,3,0.45
2025-01-01 12:58:00,400,86,0.09,20,63,"(248, 58, 13)",111,9,surreal,0.49,0.95,33,neutral,16,0.48
2025-01-01 12:58:05,247,69,0.33,25,68,"(160, 178, 189)",65,2,fluid,0.71,0.86,65,neutral,16,0.61
2025-01-01 12:58:10,224,30,0.38,29,46,"(38, 22, 182)",61,7,abstract,0.46,0.91,90,negative,4,0.47
2025-01-01 12:58:15,486,34,0.09,24,46,"(35, 124, 29)",181,1,abstract,0.39,0.9,112,negative,1,0.52
2025-01-01 12:58:20,496,81,0.87,20,62,"(42, 157, 218)",101,5,surreal,0.61,0.85,36,neutral,9,0.39
2025-01-01 12:58:25,457,32,0.66,31,66,"(255, 218, 163)",248,8,surreal,0.89,0.87,54,positive,9,0.56
2025-01-01 12:58:30,498,59,0.5,29,58,"(115, 1, 197)",246,5,surreal,0.34,0.95,18,negative,4,0.18
2025-01-01 12:58:35,103,43,0.1,23,64,"(57, 66, 73)",188,9,abstract,0.86,0.86,52,positive,5,0.49
2025-01-01 12:58:40,155,68,0.31,34,57,"(2, 241, 34)",65,3,abstract,0.69,0.98,71,positive,11,0.66
2025-01-01 12:58:45,391,80,0.49,21,54,"(144, 128, 37)",235,3,geometric,0.8,0.98,109,neutral,7,0.66
2025-01-01 12:58:50,277,34,0.66,26,59,"(201, 190, 208)",75,8,fluid,0.48,0.98,55,neutral,18,0.6
2025-01-01 12:58:55,208,39,0.91,32,55,"(139, 97, 45)",177,4,abstract,0.53,0.81,72,negative,2,0.37
2025-01-01 12:59:00,349,51,0.43,24,53,"(127, 41, 85)",227,2,geometric,0.52,0.99,20,positive,1,0.3
2025-01-01 12:59:05,466,82,0.0,34,64,"(108, 59, 145)",68,7,abstract,0.56,0.81,116,negative,17,0.78
2025-01-01 12:59:10,144,39,0.39,22,66,"(42, 119, 124)",219,5,fluid,0.66,0.79,42,neutral,6,0.36
2025-01-01 12:59:15,158,36,0.67,27,63,"(110, 199, 146)",75,6,fluid,0.48,0.94,108,negative,18,0.76
2025-01-01 12:59:20,159,71,0.58,31,63,"(93, 24, 116)",141,4,surreal,0.36,0.78,75,neutral,11,0.58
2025-01-01 12:59:25,453,44,0.22,32,62,"(65, 214, 224)",239,5,geometric,0.86,0.72,28,negative,6,0.25
2025-01-01 12:59:30,399,53,0.23,33,62,"(49, 119, 94)",122,1,abstract,0.7,0.98,17,neutral,7,0.28
2025-01-01 12:59:35,174,38,0.06,30,42,"(94, 190, 221)",132,2,abstract,0.8,0.82,96,neutral,14,0.71
2025-01-01 12:59:40,366,55,0.97,25,57,"(133, 93, 121)",243,6,abstract,0.79,0.85,53,negative,5,0.34
2025-01-01 12:59:45,405,30,0.9,21,46,"(166, 156, 224)",180,9,abstract,0.77,0.86,30,negative,7,0.27
2025-01-01 12:59:50,135,45,0.13,31,46,"(217, 215, 211)",231,6,abstract,0.8,0.8,113,neutral,6,0.66
2025-01-01 12:59:55,222,40,0.34,27,59,"(126, 121, 220)",183,4,geometric,0.73,0.78,88,positive,1,0.58
2025-01-01 13:00:00,318,62,0.68,31,61,"(28, 221, 221)",133,1,abstract,0.65,0.9,59,negative,8,0.41
2025-01-01 13:00:05,345,68,0.92,26,49,"(66, 252, 184)",52,6,surreal,0.84,0.85,111,positive,12,0.84
2025-01-01 13:00:10,493,57,0.14,27,48,"(48, 206, 33)",99,5,fluid,0.43,0.77,97,negative,0,0.44
2025-01-01 13:00:15,254,58,0.61,25,47,"(27, 162, 4)",60,3,fluid,0.62,0.86,45,negative,0,0.23
2025-01-01 13:00:20,409,83,0.7,25,47,"(184, 36, 139)",214,5,abstract,0.35,0.83,36,positive,6,0.44
2025-01-01 13:00:25,491,53,0.64,33,68,"(85, 22, 186)",98,2,abstract,0.81,0.9,74,neutral,11,0.57
2025-01-01 13:00:30,276,37,0.32,27,58,"(155, 2, 119)",226,3,abstract,0.37,0.86,39,positive,12,0.54
2025-01-01 13:00:35,146,71,0.05,26,50,"(68, 61, 153)",108,3,abstract,0.33,0.95,34,neutral,8,0.36
2025-01-01 13:00:40,143,31,0.59,20,64,"(224, 92, 125)",253,8,surreal,0.82,0.92,116,positive,19,0.97
2025-01-01 13:00:45,485,49,0.1,34,41,"(79, 237, 135)",186,8,surreal,0.85,0.95,53,positive,19,0.71
2025-01-01 13:00:50,321,76,0.04,33,47,"(40, 242, 105)",80,2,geometric,0.5,0.78,92,positive,0,0.58
2025-01-01 13:00:55,192,38,0.61,21,64,"(253, 203, 184)",247,9,geometric,0.5,0.9,27,neutral,12,0.39
2025-01-01 13:01:00,143,50,0.56,26,48,"(220, 70, 101)",144,5,geometric,0.48,0.79,74,neutral,6,0.5
2025-01-01 13:01:05,470,34,0.21,20,46,"(133, 74, 234)",79,6,abstract,0.37,0.79,65,positive,3,0.52
2025-01-01 13:01:10,330,65,0.03,30,61,"(120, 158, 22)",243,1,geometric,0.75,0.95,43,positive,19,0.66
2025-01-01 13:01:15,383,54,0.02,22,52,"(198, 7, 131)",248,4,fluid,0.4,0.84,66,negative,5,0.39
2025-01-01 13:01:20,345,66,0.42,33,55,"(154, 254, 160)",205,9,fluid,0.63,0.95,51,neutral,0,0.31
2025-01-01 13:01:25,442,73,0.15,21,41,"(212, 2, 243)",144,5,geometric,0.35,0.7,35,neutral,12,0.43
2025-01-01 13:01:30,263,47,0.41,22,67,"(148, 136, 182)",101,9,fluid,0.72,0.93,57,negative,15,0.5
2025-01-01 13:01:35,381,59,0.45,34,49,"(24, 155, 46)",97,6,geometric,0.73,0.95,57,positive,4,0.5
2025-01-01 13:01:40,208,34,0.58,22,50,"(133, 49, 37)",73,8,abstract,0.68,0.95,81,negative,2,0.41
2025-01-01 13:01:45,230,58,0.74,28,49,"(160, 160, 1)",88,6,surreal,0.85,0.94,111,negative,2,0.53
2025-01-01 13:01:50,386,49,0.89,34,43,"(164, 45, 188)",216,7,geometric,0.78,0.71,70,neutral,17,0.65
2025-01-01 13:01:55,410,49,0.66,30,46,"(150, 211, 19)",232,8,surreal,0.72,0.73,119,negative,8,0.66
2025-01-01 13:02:00,262,88,0.24,33,43,"(91, 130, 136)",210,9,abstract,0.83,0.77,117,positive,12,0.87
2025-01-01 13:02:05,152,56,0.99,20,61,"(74, 237, 93)",126,4,surreal,0.47,0.76,34,positive,12,0.52
2025-01-01 13:02:10,136,73,0.16,20,46,"(15, 175, 8)",186,1,surreal,0.46,0.92,64,neutral,13,0.56
2025-01-01 13:02:15,428,55,0.86,32,63,"(187, 251, 224)",70,5,fluid,0.87,0.73,11,positive,17,0.5
2025-01-01 13:02:20,255,74,0.38,22,44,"(84, 108, 125)",215,3,surreal,0.7,0.71,79,positive,10,0.68
2025-01-01 13:02:25,266,65,0.06,23,56,"(81, 242, 3)",186,1,abstract,0.51,0.76,109,positive,19,0.94
2025-01-01 13:02:30,478,75,0.77,23,51,"(162, 229, 93)",169,6,abstract,0.51,0.96,104,negative,1,0.49
2025-01-01 13:02:35,312,78,0.0,23,44,"(214, 142, 57)",75,7,abstract,0.38,0.91,101,negative,4,0.52
2025-01-01 13:02:40,179,63,0.78,20,53,"(142, 73, 117)",254,8,geometric,0.57,0.97,49,neutral,17,0.56
2025-01-01 13:02:45,175,45,0.6,25,42,"(193, 129, 85)",181,5,abstract,0.62,0.93,53,negative,6,0.35
2025-01-01 13:02:50,141,35,0.06,28,50,"(196, 190, 69)",237,4,surreal,0.82,0.89,90,negative,11,0.58
2025-01-01 13:02:55,328,84,0.97,20,42,"(90, 35, 149)",225,9,fluid,0.54,0.82,63,neutral,19,0.65
2025-01-01 13:03:00,142,87,0.47,20,40,"(140, 98, 202)",221,1,abstract,0.43,0.89,31,neutral,15,0.45
2025-01-01 13:03:05,345,31,0.58,25,55,"(57, 122, 233)",184,8,abstract,0.81,0.89,101,positive,1,0.64
2025-01-01 13:03:10,304,42,0.97,23,42,"(217, 43, 136)",50,9,geometric,0.47,0.79,104,negative,3,0.52
2025-01-01 13:03:15,400,89,0.29,25,59,"(54, 181, 208)",240,3,fluid,0.75,0.84,98,neutral,6,0.6
2025-01-01 13:03:20,242,42,0.29,22,54,"(36, 64, 242)",199,6,abstract,0.44,0.86,99,negative,6,0.54
2025-01-01 13:03:25,210,42,0.81,27,64,"(181, 115, 211)",146,8,geometric,0.39,0.95,111,neutral,2,0.59
2025-01-01 13:03:30,169,62,0.98,20,69,"(80, 239, 208)",166,4,geometric,0.56,0.92,17,negative,18,0.38
2025-01-01 13:03:35,228,31,0.31,26,50,"(172, 82, 24)",235,3,geometric,0.63,0.76,57,neutral,5,0.41
2025-01-01 13:03:40,189,60,0.14,32,69,"(9, 240, 234)",113,9,fluid,0.73,0.97,77,neutral,19,0.71
2025-01-01 13:03:45,356,64,0.87,28,44,"(228, 2, 237)",74,3,abstract,0.72,0.73,119,negative,15,0.76
2025-01-01 13:03:50,172,85,0.24,22,50,"(159, 172, 110)",59,8,fluid,0.37,0.83,103,neutral,16,0.77
2025-01-01 13:03:55,380,71,0.02,33,56,"(112, 120, 209)",184,8,abstract,0.87,0.95,51,negative,7,0.36
2025-01-01 13:04:00,157,33,0.85,21,66,"(151, 27, 6)",106,9,surreal,0.57,0.87,17,positive,3,0.32
2025-01-01 13:04:05,344,58,0.04,26,64,"(80, 206, 102)",242,8,surreal,0.33,0.76,57,neutral,8,0.46
2025-01-01 13:04:10,366,38,0.55,26,50,"(3, 197, 163)",130,7,geometric,0.4,0.86,53,negative,4,0.32
2025-01-01 13:04:15,451,56,0.19,31,48,"(165, 96, 177)",131,4,fluid,0.61,0.83,61,negative,1,0.31
2025-01-01 13:04:20,453,81,0.9,32,62,"(165, 111, 109)",158,2,geometric,0.6,0.75,98,neutral,4,0.57
2025-01-01 13:04:25,298,80,0.93,26,42,"(44, 73, 108)",220,7,geometric,0.68,0.72,62,positive,12,0.64
2025-01-01 13:04:30,285,33,0.68,30,64,"(36, 154, 185)",169,9,abstract,0.75,0.75,87,positive,17,0.82
